bin.chrom	bin.start	bin.end	bin.length	gene.count	cgi.count	dist.telomere	gc.content
chr1	18103598	18314264	210667	0	1	18261423	0.481513478617674
chr1	18314265	18522875	208611	1	3	18470625	0.494868439344018
chr1	18522876	18728471	205596	0	2	18677004	0.495170139496959
chr1	18728472	18942362	213891	1	1	18887271	0.474592198830212
chr1	18942363	19153081	210719	1	9	19099910	0.508872004897584
chr1	19153082	19364892	211811	3	5	19309940	0.506144628938079
chr1	19364893	19577977	213085	2	2	19521834	0.459417603303715
chr1	19577978	19799075	221098	7	4	19745210	0.498552677997912
chr1	19799076	20033344	234269	5	5	19977212	0.476149213084034
chr1	20033345	20257153	223809	3	2	20203237	0.459221925838443
chr1	20257154	20488278	231125	4	0	20432910	0.455035154137489
chr1	20488279	20698261	209983	4	4	20645856	0.484448741088715
chr1	20698262	20917169	218908	4	3	20859544	0.485427668244039
chr1	20917170	21148241	231072	6	7	21088775	0.48214842127128
chr1	21148242	21369932	221691	0	0	21314974	0.384986309773398
chr1	21369933	21605606	235674	1	2	21548805	0.442068280760666
chr1	21605607	21868788	263182	2	7	21805178	0.486180665850896
chr1	21868789	22087681	218893	2	6	22031535	0.495315062610714
chr1	22087682	22345438	257757	4	7	22261048	0.521883013846487
chr1	22345439	22569195	223757	3	5	22515484	0.48849868384012
chr1	22569196	22783255	214060	1	3	22727761	0.484322152667587
chr1	22783256	22991328	208073	4	5	22938699	0.498094418785716
chr1	22991329	23202358	211030	2	3	23149567	0.513182959768838
chr1	23202359	23426967	224609	3	2	23374481	0.453298843768492
chr1	23426968	23658162	231195	2	2	23603517	0.436531931918948
chr1	23658163	23889999	231837	6	9	23833155	0.486980076519146
chr1	23890000	24130790	240791	7	7	24073247	0.480591051990971
chr1	24130791	24465937	335147	6	4	24412703	0.470172789850179
chr1	24465938	24687364	221427	4	2	24635821	0.47867242928834
chr1	24687365	24907897	220533	3	4	24851199	0.447710773444313
chr1	24907898	25150125	242228	2	2	25089220	0.445955876281944
chr1	25150126	25362351	212226	1	4	25310722	0.50593706708874
chr1	25362352	25586165	223814	2	3	25526852	0.474885395908928
chr1	25586166	25901633	315468	5	6	25849490	0.462918584452148
chr1	25901634	26121895	220262	1	3	26068850	0.487564809181828
chr1	26121896	26348658	226763	9	6	26292247	0.481754078046292
chr1	26348659	26579688	231030	8	8	26519849	0.487057957840842
chr1	26579689	26814477	234789	8	8	26753264	0.491407178360454
chr1	26814478	27061300	246823	3	4	27005314	0.472626132896978
chr1	27061301	27301851	240551	8	9	27240545	0.491671204858873
chr1	27301852	27549665	247814	3	5	27480865	0.496041385878075
chr1	27549666	27785217	235552	9	8	27726404	0.489543710093793
chr1	27785218	28012249	227032	3	11	27953083	0.516068219458264
chr1	28012250	28257750	245501	6	5	28196831	0.45073543488628
chr1	28257751	28491043	233293	5	3	28430968	0.435482419103776
chr1	28491044	28744701	253658	5	6	28678486	0.456311253735519
chr1	28744702	29006011	261310	12	6	28937744	0.464984118479707
chr1	29006012	29251997	245986	3	6	29192199	0.474356264177694
chr1	29251998	29489650	237653	2	2	29428417	0.424492853025215
chr1	29489651	29710614	220964	2	5	29655693	0.490084357632834
chr1	29710615	30073160	362546	0	1	29871261	0.48868487216731
chr1	30073161	30286125	212965	0	0	30231899	0.476214401427625
chr1	30286126	30495853	209728	0	0	30441269	0.470275785779452
chr1	30495854	30708251	212398	0	0	30653344	0.478634450418332
chr1	30708252	30924455	216204	0	0	30866032	0.479468464968468
chr1	30924456	31149500	225045	0	0	31096589	0.471501255304298
chr1	31149501	31359926	210426	4	6	31307011	0.519997528822572
chr1	31359927	31591439	231513	5	3	31527364	0.440860772397068
chr1	31591440	31831888	240449	3	4	31776301	0.4604469138986
chr1	31831889	32061569	229681	5	3	32005536	0.471271023724323
chr1	32061570	32267225	205656	6	10	32216539	0.536852802738517
chr1	32267226	32506447	239222	2	3	32445734	0.447082626179877
chr1	32506448	32747341	240894	11	9	32686081	0.479870814549067
chr1	32747342	32991709	244368	6	8	32929856	0.473036567799187
chr1	32991710	33243237	251528	6	6	33183286	0.470695111478485
chr1	33243238	33475349	232112	6	6	33416033	0.47113893292918
chr1	33475350	33705952	230603	2	7	33646982	0.462986171038584
chr1	33705953	33920793	214841	3	7	33866468	0.470748134667153
chr1	33920794	34130568	209775	2	3	34079087	0.45207960910509
chr1	34130569	34347190	216622	1	0	34290762	0.446949063345272
chr1	34347191	34557316	210126	0	0	34502397	0.45728753224252
chr1	34557317	34776308	218992	1	2	34724800	0.442459085263267
chr1	34776309	34982440	206132	0	0	34929508	0.43164089030329
chr1	34982441	35202041	219601	0	0	35150173	0.445453344930162
chr1	35202042	35412761	210720	6	9	35360233	0.478829726651404
chr1	35412762	35666357	253596	4	6	35601726	0.422459344784482
chr1	35666358	35898824	232467	1	1	35841924	0.400155721027083
chr1	35898825	36119946	221122	4	4	36064002	0.437441774224125
chr1	36119947	36355143	235197	4	5	36297124	0.445741229692656
chr1	36355144	36582758	227615	4	3	36525959	0.425393757001841
chr1	36582759	36820286	237528	6	9	36764683	0.49270401805251
chr1	36820287	37046020	225734	4	4	36992975	0.484397565275946
chr1	37046021	37256207	210187	0	0	37203413	0.483945248754624
chr1	37256208	37460900	204693	1	0	37409360	0.496304221443585
chr1	37460901	37668726	207826	1	1	37616287	0.473458566300487
chr1	37668727	37889988	221262	0	1	37829870	0.466790501757986
chr1	37889989	38116761	226773	6	6	38062407	0.475444607602895
chr1	38116762	38339642	222881	8	10	38282706	0.479210879348212
chr1	38339643	38577515	237873	5	6	38524677	0.485826470427354
chr1	38577516	38788449	210934	0	0	38736014	0.46791413427875
chr1	38788450	39004240	215791	0	1	38951841	0.429239402940707
chr1	39004241	39219655	215415	0	2	39166946	0.44922127057067
chr1	39219656	39461290	241635	6	5	39395425	0.44856498437731
chr1	39461291	39703957	242667	2	2	39644808	0.446768617076121
chr1	39703958	39927000	223043	1	1	39872805	0.413776715700405
chr1	39927001	40167934	240934	7	7	40114885	0.493873840968969
chr1	40167935	40412484	244550	5	5	40353259	0.468366387242021
chr1	40412485	40648791	236307	4	5	40590559	0.436059871269071
chr1	40648792	40881512	232721	4	7	40821320	0.428285371754198
chr1	40881513	41117598	236086	5	4	41061972	0.431923112763919
chr1	41117599	41333961	216363	6	9	41280975	0.482952260783634
chr1	41333962	41561968	228007	3	3	41502025	0.452310674672127
chr1	41561969	41786657	224689	0	1	41734249	0.408302142072218
chr1	41786658	41991604	204947	2	6	41941416	0.526702025401711
chr1	41991605	42201133	209529	0	1	42150298	0.490901020861148
chr1	42201134	42409255	208122	0	1	42358041	0.451091186899858
chr1	42409256	42634477	225222	2	2	42582146	0.421282112759857
chr1	42634478	42856258	221781	2	2	42799797	0.400367930526039
chr1	42856259	43079513	223255	3	2	43022062	0.402826364470943
chr1	43079514	43306675	227162	7	6	43251379	0.443282767364336
chr1	43306676	43532157	225482	3	7	43475926	0.469421062435172
chr1	43532158	43765669	233512	5	4	43709360	0.445257631299396
chr1	43765670	43986399	220730	8	7	43930003	0.480609794772096
chr1	43986400	44205688	219289	4	7	44149837	0.503472586404623
chr1	44205689	44422090	216402	2	3	44367356	0.454261051191686
chr1	44422091	44643212	221122	6	6	44585471	0.479821094237588
chr1	44643213	44854924	211712	2	2	44800832	0.462836305925086
chr1	44854925	45073418	218494	1	2	45019054	0.456007945298268
chr1	45073419	45305207	231789	13	12	45246662	0.502150662887299
chr1	45305208	45544477	239270	4	3	45484142	0.43512350064762
chr1	45544478	45796202	251725	3	3	45730074	0.419076373026045
chr1	45796203	46041215	245013	6	5	45975584	0.445429426193809
chr1	46041216	46285116	243901	7	5	46221739	0.431974448649063
chr1	46285117	46512666	227550	1	0	46456671	0.411346956712695
chr1	46512667	46744715	232049	5	4	46683939	0.451008192235423
chr1	46744716	46979696	234981	4	8	46926384	0.498567969325339
chr1	46979697	47195721	216025	6	7	47141525	0.46256683254274
chr1	47195722	47493487	297766	4	1	47425675	0.419352780371206
chr1	47493488	47769536	276049	5	2	47710525	0.427692185082974
chr1	47769537	47994213	224677	4	9	47942328	0.463625560248826
chr1	47994214	48203464	209251	0	4	48151835	0.473579576680387
chr1	48203465	48406576	203112	1	0	48355945	0.491364370396674
chr1	48406577	48629587	223011	1	3	48566983	0.440198017138125
chr1	48629588	48866774	237187	2	0	48807076	0.40073444160112
chr1	48866775	49089068	222294	1	1	49036542	0.412084896578439
chr1	49089069	49293914	204846	1	1	49240547	0.439281216133038
chr1	49293915	49506045	212131	0	1	49448691	0.397329951775032
chr1	49506046	49734023	227978	0	0	49676288	0.384067760924359
chr1	49734024	49955027	221004	0	0	49900890	0.375101808111931
chr1	49955028	50191567	236540	0	0	50135331	0.371628477213214
chr1	50191568	50435425	243858	0	0	50370392	0.369149258994856
chr1	50435426	50646721	211296	1	2	50593674	0.38900405118893
chr1	50646722	50862995	216274	0	1	50804406	0.439923430462875
chr1	50862996	51078268	215273	2	7	51024695	0.395637167689328
chr1	51078269	51309536	231268	0	0	51255288	0.382634000380535
chr1	51309537	51545752	236216	1	3	51488715	0.38996088325963
chr1	51545753	51777320	231568	3	1	51722106	0.421457196158079
chr1	51777321	52007359	230039	1	3	51951211	0.405996374527891
chr1	52007360	52230390	223031	1	1	52176544	0.404697104886477
chr1	52230391	52451157	220767	3	1	52395805	0.414192338528772
chr1	52451158	52698077	246920	4	5	52632418	0.428405961445191
chr1	52698078	52927711	229634	4	3	52870637	0.417107222798017
chr1	52927712	53154125	226414	3	3	53096688	0.424615968977114
chr1	53154126	53398114	243989	4	5	53341427	0.434986823176345
chr1	53398115	53621176	223062	2	3	53569078	0.453138589271252
chr1	53621177	53833742	212566	4	5	53781416	0.481323447776094
chr1	53833743	54047232	213490	3	2	53996004	0.500885287366943
chr1	54047233	54256641	209409	1	1	54201537	0.477787487643472
chr1	54256642	54485768	229127	5	3	54427661	0.435688504628395
chr1	54485769	54706190	220422	6	3	54649639	0.46543902151318
chr1	54706191	54928789	222599	0	5	54863546	0.502109173895708
chr1	54928790	55163762	234973	4	4	55106645	0.497618875360076
chr1	55163763	55388883	225121	5	6	55324298	0.475824112366397
chr1	55388884	55608328	219445	4	3	55554001	0.455681378021823
chr1	55608329	55823788	215460	0	1	55770775	0.412410656270354
chr1	55823789	56046205	222417	0	0	55990469	0.42021967745249
chr1	56046206	56261863	215658	0	0	56206153	0.401575642916169
chr1	56261864	56470502	208639	0	0	56418655	0.390305743413282
chr1	56470503	56684440	213938	0	0	56633467	0.39216501977209
chr1	56684441	56903006	218566	0	0	56850746	0.410425226247789
chr1	56903007	57121451	218445	2	3	57063624	0.417999954221835
chr1	57121452	57332260	210809	2	0	57280243	0.387687432699509
chr1	57332261	57538670	206410	2	0	57485587	0.421360399205359
chr1	57538671	57746479	207809	0	0	57695026	0.409125687530214
chr1	57746480	57955876	209397	0	1	57902788	0.402909306246202
chr1	57955877	58174812	218936	0	0	58120026	0.402455512113264
chr1	58174813	58383364	208552	0	0	58329895	0.402115539529875
chr1	58383365	58598981	215617	0	0	58540939	0.415444978828343
chr1	58598982	58820263	221282	0	1	58767009	0.412943664645269
chr1	58820264	59040137	219874	1	1	58986274	0.408843246586656
chr1	59040138	59258805	218668	4	2	59205914	0.415145334479821
chr1	59258806	59471267	212462	0	4	59413378	0.43006278769871
chr1	59471268	59680934	209667	1	1	59626761	0.420309347679999
chr1	59680935	59901008	220074	1	1	59850499	0.401696702018461
chr1	59901009	60139755	238747	0	0	60076043	0.406426049332454
chr1	60139756	60351343	211588	1	1	60297928	0.381481936593796
chr1	60351344	60561123	209780	2	2	60509004	0.39493755362776
chr1	60561124	60776931	215808	0	0	60723940	0.372956516903621
chr1	60776932	61003973	227042	0	0	60943840	0.376066983201333
chr1	61003974	61222121	218148	0	0	61168614	0.384720465005339
chr1	61222122	61440504	218383	0	0	61387808	0.40654263381282
chr1	61440505	61652422	211918	1	5	61599939	0.40713389141071
chr1	61652423	61862001	209579	0	0	61809829	0.3857304405499
chr1	61862002	62076806	214805	0	0	62020402	0.405791299085118
chr1	62076807	62306841	230035	2	3	62249476	0.408368291781717
chr1	62306842	62536178	229337	0	0	62480723	0.397833755564659
chr1	62536179	62772768	236590	2	1	62718247	0.447060315313544
chr1	62772769	62996480	223712	2	2	62941724	0.415266056358055
chr1	62996481	63232519	236039	1	1	63163736	0.378306127377119
chr1	63232520	63447307	214788	1	0	63394643	0.383643406521616
chr1	63447308	63657133	209826	0	0	63603515	0.400679610725103
chr1	63657134	63885371	228238	2	3	63828093	0.405296225869576
chr1	63885372	64108160	222789	4	1	64056487	0.380000807939148
chr1	64108161	64320373	212213	1	1	64267934	0.427513865785847
chr1	64320374	64527283	206910	0	0	64475483	0.406679232516545
chr1	64527284	64750379	223096	1	0	64688176	0.40438645246891
chr1	64750380	64972460	222081	1	2	64919319	0.415447516896822
chr1	64972461	65182796	210336	0	0	65129691	0.397773086870765
chr1	65182797	65397487	214691	2	1	65343955	0.405270831101362
chr1	65397488	65626081	228594	3	5	65562992	0.428108349300407
chr1	65626082	65843188	217107	1	3	65791452	0.407448861621226
chr1	65843189	66075185	231997	2	2	66009484	0.385164463333332
chr1	66075186	66300152	224967	1	1	66247556	0.375646205887878
chr1	66300153	66521362	221210	0	0	66466820	0.36557569730131
chr1	66521363	66744861	223499	0	0	66693385	0.377961422646317
chr1	66744862	66963856	218995	0	0	66905985	0.392707596063905
chr1	66963857	67173311	209455	2	1	67120458	0.381079468143397
chr1	67173312	67394862	221551	4	2	67340714	0.367129915910885
chr1	67394863	67613577	218715	2	3	67559522	0.379443568113511
chr1	67613578	67848218	234641	2	1	67792017	0.40344611555533
chr1	67848219	68075993	227775	1	1	68024066	0.431188673032439
chr1	68075994	68285973	209980	2	1	68234311	0.414949042765905
chr1	68285974	68501919	215946	0	1	68445215	0.39842831078138
chr1	68501920	68716754	214835	3	5	68663570	0.408401796727746
chr1	68716755	68937930	221176	1	0	68886618	0.397488877636011
chr1	68937931	69156252	218322	1	1	69099276	0.358791143357224
chr1	69156253	69383749	227497	0	0	69322389	0.381437996984419
chr1	69383750	69616919	233170	0	0	69553728	0.376605052107977
chr1	69616920	69828444	211525	0	0	69774012	0.366008746011331
chr1	69828445	70049204	220760	0	1	69995267	0.367145316180731
chr1	70049205	70255379	206175	1	0	70204100	0.349208196920174
chr1	70255380	70489289	233910	1	1	70433522	0.35642768586193
chr1	70489290	70699856	210567	2	2	70647103	0.357007508298952
chr1	70699857	70928199	228343	3	2	70871582	0.389659415878565
chr1	70928200	71154054	225855	0	0	71100483	0.379061787429911
chr1	71154055	71373958	219904	1	0	71321396	0.38163926076851
chr1	71373959	71588015	214057	2	2	71532216	0.374334873421665
chr1	71588016	71809157	221142	0	0	71754516	0.370472366171708
chr1	71809158	72022729	213572	1	0	71966021	0.360520105631843
chr1	72022730	72230503	207774	0	0	72178917	0.355838555353372
chr1	72230504	72445964	215461	0	0	72394524	0.353767039046512
chr1	72445965	72651809	205845	0	0	72598963	0.338881197016929
chr1	72651810	72866318	214509	0	1	72809060	0.345183651968189
chr1	72866319	73076957	210639	0	0	73025397	0.349826005630705
chr1	73076958	73286069	209112	0	0	73231349	0.351404988714388
chr1	73286070	73511013	224944	0	0	73459631	0.350998470730377
chr1	73511014	73727035	216022	0	0	73672922	0.356135023284686
chr1	73727036	73941445	214410	0	0	73885547	0.343864558555855
chr1	73941446	74154560	213115	0	0	74100615	0.352115055251641
chr1	74154561	74362123	207563	0	0	74310649	0.356797695157756
chr1	74362124	74578798	216675	1	0	74523440	0.353141802238372
chr1	74578799	74792534	213736	3	1	74740754	0.34548695587096
chr1	74792535	75011040	218506	0	0	74957727	0.372758642783261
chr1	75011041	75221496	210456	3	0	75166958	0.378045767286544
chr1	75221497	75447861	226365	0	0	75393322	0.366156428776425
chr1	75447862	75673345	225484	2	5	75616972	0.376381472742979
chr1	75673346	75899825	226480	0	0	75833199	0.372889438360884
chr1	75899826	76120786	220961	0	2	76063588	0.371739809287569
chr1	76120787	76368556	247770	6	2	76312351	0.385995076078508
chr1	76368557	76583134	214578	2	1	76530172	0.384200617025254
chr1	76583135	76794831	211697	0	0	76743143	0.399712797063815
chr1	76794832	77010941	216110	0	0	76958338	0.37602147054735
chr1	77010942	77221236	210295	0	0	77166723	0.380408473810658
chr1	77221237	77441849	220613	1	1	77386246	0.387959911700469
chr1	77441850	77666012	224163	1	0	77610096	0.382137105588345
chr1	77666013	77878314	212302	1	2	77824276	0.376675678985861
chr1	77878315	78093210	214896	1	0	78040438	0.396922232149816
chr1	78093211	78323563	230353	2	3	78264676	0.394112514271595
chr1	78323564	78551289	227726	4	4	78496160	0.387360248719819
chr1	78551290	78789962	238673	1	0	78729412	0.391602736798868
chr1	78789963	79004978	215016	1	1	78953296	0.372493209807589
chr1	79004979	79218704	213726	2	0	79166818	0.365444541141303
chr1	79218705	79438402	219698	1	0	79384559	0.358933627069967
chr1	79438403	79651197	212795	0	1	79595750	0.351211259663083
chr1	79651198	79861751	210554	0	0	79808981	0.355523998594178
chr1	79861752	80084127	222376	0	0	80031647	0.358222110299723
chr1	80084128	80300724	216597	0	0	80249695	0.352350217223807
chr1	80300725	80526444	225720	0	0	80474699	0.361252879673966
chr1	80526445	80741982	215538	0	0	80690636	0.356057864506432
chr1	80741983	80962285	220303	0	0	80909422	0.346522743675675
chr1	80962286	81176627	214342	0	0	81123577	0.345690531953597
chr1	81176628	81387817	211190	0	0	81336512	0.349168994743938
chr1	81387818	81606139	218322	0	0	81554175	0.359885856670272
chr1	81606140	81818109	211970	0	0	81766783	0.367273670802492
chr1	81818110	82029514	211405	0	0	81976191	0.378869941581426
chr1	82029515	82247716	218202	0	0	82192003	0.380285240282141
chr1	82247717	82454938	207222	1	1	82403903	0.344133344915031
chr1	82454939	82673358	218420	0	0	82622343	0.375597472758745
chr1	82673359	82889953	216595	0	0	82837804	0.372404718483605
chr1	82889954	83099646	209693	0	0	83046165	0.361662048804481
chr1	83099647	83306405	206759	0	0	83255570	0.353716162295091
chr1	83306406	83519312	212907	0	0	83464418	0.370260254477039
chr1	83519313	83963136	443824	0	0	83831115	0.365818432531859
chr1	83963137	84175322	212186	0	0	84119166	0.389926762368861
chr1	84175323	84384116	208794	1	1	84329395	0.376912171805686
chr1	84384117	84599660	215544	1	2	84547912	0.369288869094153
chr1	84599661	84813660	214000	1	1	84760767	0.365313084111888
chr1	84813661	85030221	216561	6	2	84975626	0.38432589432053
chr1	85030222	85242351	212130	2	4	85189920	0.404468957714388
chr1	85242352	85456466	214115	2	1	85401084	0.409761109684134
chr1	85456467	85675107	218641	3	4	85620211	0.39121207824676
chr1	85675108	85888938	213831	3	2	85836208	0.401606876458485
chr1	85888939	86105779	216841	1	4	86053226	0.405804252885586
chr1	86105780	86346707	240928	2	1	86282171	0.368051866117814
chr1	86346708	86571388	224681	0	0	86515014	0.360960650878535
chr1	86571389	86796677	225289	0	1	86743986	0.377120054685395
chr1	86796678	87015597	218920	4	1	86960223	0.385295998538235
chr1	87015598	87251561	235964	2	2	87199041	0.381342069129029
chr1	87251562	87485817	234256	2	1	87429854	0.392971791544282
chr1	87485818	87692870	207053	1	3	87642117	0.400110116733488
chr1	87692871	87907773	214903	1	3	87850703	0.407574580159409
chr1	87907774	88127870	220097	0	0	88074097	0.39348559953106
chr1	88127871	88335759	207889	0	0	88284354	0.376008350609959
chr1	88335760	88540910	205151	0	0	88488980	0.379184113165426
chr1	88540911	88750625	209715	0	0	88697587	0.371222850058509
chr1	88750626	88962870	212245	0	1	88911729	0.37371433956049
chr1	88962871	89176697	213827	1	1	89124160	0.377880248986682
chr1	89176698	89406787	230090	2	1	89346656	0.383571645877986
chr1	89406788	89642225	235438	5	1	89583546	0.38658585275089
chr1	89642226	89877052	234827	4	0	89816378	0.392344151226061
chr1	89877053	90106516	229464	3	2	90054939	0.395517379632369
chr1	90106517	90328194	221678	1	3	90275564	0.406418318461858
chr1	90328195	90549555	221361	2	1	90489833	0.393587849711524
chr1	90549556	90778096	228541	0	0	90723475	0.391990933793108
chr1	90778097	90987705	209609	0	0	90934422	0.375880806644527
chr1	90987706	91202336	214631	1	8	91150591	0.389505709799672
chr1	91202337	91418293	215957	1	3	91365935	0.394893427858538
chr1	91418294	91650721	232428	0	1	91593431	0.402739773176949
chr1	91650722	91903953	253232	1	1	91844984	0.38338361660446
chr1	91903954	92125301	221348	2	4	92070940	0.413502719699301
chr1	92125302	92342750	217449	1	0	92285879	0.420291654595016
chr1	92342751	92575566	232816	3	4	92519782	0.408253728266133
chr1	92575567	92807700	232134	4	2	92752513	0.380146811755257
chr1	92807701	93048450	240750	2	1	92986820	0.404585669781955
chr1	93048451	93289558	241108	0	1	93230389	0.388336347196989
chr1	93289559	93516731	227173	4	2	93461186	0.403714349856607
chr1	93516732	93739485	222754	3	2	93681168	0.37659480862321
chr1	93739486	93969065	229580	3	2	93913168	0.391758864012647
chr1	93969066	94187445	218380	2	1	94134897	0.430753732026579
chr1	94187446	94424749	237304	3	4	94361164	0.420039274516925
chr1	94424750	94639431	214682	2	0	94578774	0.444522596211846
chr1	94639432	94860989	221558	0	2	94800662	0.398089890683314
chr1	94860990	95085419	224430	2	2	95027845	0.39825335293875
chr1	95085420	95301286	215867	1	1	95248269	0.422876122797865
chr1	95301287	95516845	215559	3	1	95462758	0.422909737009448
chr1	95516846	95743458	226613	3	3	95689974	0.39492879931873
chr1	95743459	95960516	217058	1	0	95903213	0.389273834643378
chr1	95960517	96169139	208623	0	0	96117007	0.383816741203079
chr1	96169140	96381244	212105	0	0	96328811	0.368558025506264
chr1	96381245	96595884	214640	0	0	96544519	0.361447074170568
chr1	96595885	96819506	223622	0	0	96767704	0.367544338213562
chr1	96819507	97041403	221897	0	0	96988058	0.383362551093644
chr1	97041404	97270668	229265	1	1	97217063	0.371482781933639
chr1	97270669	97485615	214947	0	0	97433702	0.374510925949235
chr1	97485616	97694473	208858	1	0	97643135	0.364012869988102
chr1	97694474	97918145	223672	0	0	97866434	0.357617404055984
chr1	97918146	98129503	211358	0	0	98076680	0.350793440513242
chr1	98129504	98336042	206539	0	0	98284802	0.337456848343154
chr1	98336043	98540393	204351	1	3	98489786	0.35039221731228
chr1	98540394	98755574	215181	0	0	98700240	0.357731398218094
chr1	98755575	98963143	207569	0	0	98912105	0.363339419662679
chr1	98963144	99185689	222546	1	1	99133056	0.364239303334772
chr1	99185690	99402041	216352	1	0	99351214	0.367849615441754
chr1	99402042	99617995	215954	1	1	99561570	0.376140289135512
chr1	99617996	99837439	219444	1	1	99779129	0.364366307577174
chr1	99837440	100063735	226296	0	0	100010508	0.375004418990816
chr1	100063736	100280075	216340	4	0	100220943	0.386511971896065
chr1	100280076	100504442	224367	3	3	100448795	0.383411999090885
chr1	100504443	100728602	224160	4	2	100671008	0.379139900071331
chr1	100728603	100945306	216704	3	2	100893420	0.392244720909941
chr1	100945307	101176438	231132	1	1	101111802	0.388353841094914
chr1	101176439	101395561	219123	3	2	101343407	0.371102075090044
chr1	101395562	101611237	215676	1	1	101557495	0.369980897271967
chr1	101611238	101828604	217367	1	2	101774928	0.401385674918396
chr1	101828605	102043010	214406	0	0	101990991	0.37774595860173
chr1	102043011	102259168	216158	0	0	102205047	0.36055107837809
chr1	102259169	102466511	207343	2	0	102414901	0.349826133508347
